Brand,Year,Driven_kms,Fuel_Type,Transmission,Seller_Type,Owner,City,Selling_Price_Lakh
Skoda,2008,187969,CNG,Automatic,Individual,1,Bangalore,0.5
Skoda,2009,139235,Diesel,Automatic,Individual,2,Kolkata,1.77
Skoda,2013,29928,CNG,Manual,Dealer,1,Ahmedabad,3.48
Honda,2018,136231,CNG,Manual,Dealer,2,Ahmedabad,1.24
Kia,2018,109252,Petrol,Automatic,Dealer,1,Chennai,4.15
Volkswagen,2013,156799,CNG,Manual,Dealer,1,Hyderabad,1.37
Skoda,2009,10875,Diesel,Manual,Dealer,0,Chennai,3.55
Renault,2020,174791,Electric,Manual,Dealer,1,Chennai,2.15
Skoda,2015,149359,Petrol,Manual,Individual,1,Mumbai,3.06
Skoda,2011,101610,Electric,Automatic,Dealer,2,Hyderabad,3.67
Hyundai,2017,199425,Diesel,Automatic,Dealer,0,Mumbai,1.39
Honda,2010,125617,CNG,Automatic,Individual,1,Kolkata,0.5
Honda,2012,196061,Electric,Automatic,Individual,1,Delhi,1.77
Maruti,2024,188002,CNG,Manual,Individual,0,Ahmedabad,1.32
Tata,2015,167326,Diesel,Manual,Individual,1,Ahmedabad,0.5
Honda,2010,145437,Diesel,Manual,Dealer,1,Chennai,0.5
Mahindra,2024,172389,Diesel,Manual,Individual,2,Ahmedabad,2.13
Kia,2014,179842,CNG,Manual,Individual,2,Hyderabad,0.5
Toyota,2008,195460,Petrol,Automatic,Dealer,2,Mumbai,0.5
Toyota,2012,131324,CNG,Manual,Dealer,2,Delhi,0.5
Skoda,2012,71036,CNG,Manual,Dealer,1,Pune,1.78
Toyota,2009,28500,Petrol,Manual,Individual,2,Delhi,0.5
Tata,2008,170395,Electric,Automatic,Individual,0,Mumbai,0.5
Renault,2015,160307,Electric,Automatic,Individual,0,Delhi,2.98
Volkswagen,2008,170807,Electric,Automatic,Individual,1,Hyderabad,2.49
Toyota,2022,168587,CNG,Manual,Dealer,0,Pune,4.31
Tata,2021,93769,Petrol,Automatic,Dealer,2,Bangalore,2.5
Renault,2009,59461,Diesel,Manual,Dealer,1,Delhi,0.5
Skoda,2009,161404,CNG,Manual,Individual,0,Bangalore,0.5
Mahindra,2017,143282,Petrol,Manual,Dealer,2,Kolkata,0.5
Renault,2024,141271,CNG,Automatic,Dealer,2,Delhi,2.72
Tata,2021,16450,CNG,Manual,Individual,2,Hyderabad,1.14
Mahindra,2010,73127,Diesel,Manual,Individual,1,Kolkata,0.5
Honda,2011,58658,Diesel,Manual,Dealer,2,Mumbai,0.5
Renault,2018,118972,Electric,Automatic,Individual,0,Bangalore,4.61
Kia,2023,149258,Electric,Automatic,Dealer,2,Ahmedabad,5.4
Skoda,2008,150332,Electric,Manual,Dealer,1,Pune,1.37
Volkswagen,2008,12237,Petrol,Automatic,Dealer,1,Bangalore,3.11
Honda,2009,9173,Diesel,Manual,Individual,1,Ahmedabad,1.75
Mahindra,2016,62994,CNG,Automatic,Individual,2,Ahmedabad,1.12
Mahindra,2024,198116,Electric,Manual,Individual,0,Pune,4.75
Volkswagen,2016,39314,CNG,Manual,Individual,1,Kolkata,4.95
Maruti,2016,84816,Petrol,Automatic,Individual,2,Chennai,0.5
Renault,2019,13155,Petrol,Automatic,Individual,1,Chennai,2.2
Toyota,2020,27091,Diesel,Automatic,Individual,2,Bangalore,6.81
Mahindra,2015,192632,CNG,Automatic,Dealer,1,Delhi,0.5
Tata,2021,93523,Electric,Automatic,Individual,0,Bangalore,5.09
Volkswagen,2024,65958,Electric,Manual,Individual,1,Ahmedabad,9.66
Tata,2024,199635,Petrol,Automatic,Dealer,2,Bangalore,1.93
Maruti,2010,15290,CNG,Automatic,Dealer,1,Mumbai,0.5
Skoda,2021,88245,CNG,Manual,Individual,0,Hyderabad,5.34
Volkswagen,2020,36747,Diesel,Manual,Individual,1,Pune,7.39
Renault,2018,199143,Petrol,Automatic,Dealer,0,Kolkata,1.14
Tata,2012,146405,Diesel,Automatic,Dealer,0,Mumbai,0.5
Kia,2011,134512,Electric,Automatic,Dealer,0,Chennai,3.91
Tata,2023,41358,Electric,Automatic,Dealer,1,Pune,5.94
Volkswagen,2013,121479,Diesel,Automatic,Dealer,2,Hyderabad,2.62
Maruti,2010,47086,Electric,Automatic,Individual,1,Pune,0.5
Hyundai,2023,111909,CNG,Automatic,Dealer,1,Ahmedabad,2.9
Hyundai,2017,157659,Petrol,Automatic,Dealer,2,Kolkata,0.5
Skoda,2012,86054,Diesel,Automatic,Individual,1,Ahmedabad,4.09
Toyota,2008,174044,Electric,Automatic,Dealer,0,Mumbai,2.37
Tata,2020,101631,Electric,Automatic,Individual,1,Kolkata,3.75
Hyundai,2013,191671,Petrol,Manual,Individual,1,Mumbai,0.5
Maruti,2018,137243,Diesel,Automatic,Dealer,2,Kolkata,0.5
Volkswagen,2012,52891,Electric,Manual,Dealer,2,Ahmedabad,4.57
Maruti,2016,177812,Petrol,Manual,Individual,0,Chennai,0.5
Volkswagen,2021,64003,Petrol,Automatic,Individual,0,Mumbai,8.27
Kia,2018,130289,Diesel,Manual,Dealer,2,Bangalore,2.33
Hyundai,2020,126606,Petrol,Manual,Dealer,1,Delhi,1.02
Tata,2018,126248,Diesel,Manual,Dealer,0,Kolkata,1.83
Hyundai,2023,94399,Diesel,Automatic,Individual,2,Hyderabad,4.45
Renault,2021,195603,Diesel,Manual,Dealer,2,Kolkata,0.5
Honda,2022,75660,CNG,Manual,Dealer,2,Kolkata,3.52
Mahindra,2022,82701,Petrol,Automatic,Individual,2,Ahmedabad,3.71
Toyota,2015,147595,Petrol,Automatic,Dealer,2,Ahmedabad,2.71
Renault,2018,121811,CNG,Manual,Individual,1,Kolkata,0.5
Tata,2020,40397,Diesel,Automatic,Dealer,1,Chennai,4.99
Honda,2011,192239,CNG,Automatic,Dealer,1,Pune,0.5
Skoda,2020,150442,Diesel,Manual,Dealer,1,Kolkata,4.53
Hyundai,2020,77109,Petrol,Automatic,Individual,0,Mumbai,3.51
Maruti,2021,112121,CNG,Manual,Individual,0,Bangalore,0.5
Tata,2015,69826,Petrol,Manual,Individual,0,Ahmedabad,0.77
Kia,2011,37887,Diesel,Automatic,Individual,0,Kolkata,2.91
Kia,2024,155667,Diesel,Automatic,Individual,1,Mumbai,5.74
Maruti,2012,179157,CNG,Manual,Individual,1,Hyderabad,0.5
Honda,2021,52870,Electric,Manual,Dealer,0,Mumbai,6.78
Skoda,2009,121872,Diesel,Automatic,Individual,2,Pune,0.56
Skoda,2023,166218,CNG,Automatic,Individual,1,Hyderabad,5.31
Honda,2010,24933,CNG,Manual,Dealer,2,Pune,0.5
Tata,2009,155217,Petrol,Automatic,Dealer,1,Chennai,0.5
Renault,2012,97271,Electric,Manual,Individual,2,Hyderabad,0.5
Maruti,2009,176670,Electric,Manual,Dealer,1,Hyderabad,0.5
Mahindra,2019,54729,Diesel,Manual,Individual,0,Hyderabad,3.96
Volkswagen,2016,196759,Diesel,Automatic,Individual,1,Mumbai,4.15
Volkswagen,2014,144792,Diesel,Manual,Individual,0,Hyderabad,3.05
Honda,2017,148592,Diesel,Automatic,Dealer,0,Kolkata,4.72
Volkswagen,2023,64292,Diesel,Manual,Individual,0,Bangalore,8.87
Skoda,2021,99687,CNG,Manual,Dealer,0,Hyderabad,5.69
Tata,2013,18292,Petrol,Automatic,Individual,0,Pune,1.54
Volkswagen,2020,114086,CNG,Automatic,Individual,1,Delhi,5.79
Tata,2010,72172,CNG,Manual,Individual,2,Hyderabad,0.5
Renault,2017,136007,CNG,Manual,Dealer,1,Ahmedabad,0.5
Kia,2017,37606,Electric,Manual,Individual,1,Hyderabad,4.59
Skoda,2009,26409,Petrol,Manual,Dealer,2,Pune,0.7
Hyundai,2014,52200,CNG,Automatic,Individual,2,Bangalore,0.5
Kia,2017,73114,Diesel,Automatic,Dealer,0,Kolkata,6.0
Hyundai,2014,199536,Electric,Manual,Individual,0,Bangalore,0.5
Skoda,2013,158585,Diesel,Manual,Dealer,0,Hyderabad,2.74
Maruti,2010,87485,Electric,Manual,Dealer,2,Kolkata,0.5
Skoda,2013,196223,CNG,Automatic,Dealer,0,Chennai,3.06
Hyundai,2022,195438,Diesel,Automatic,Dealer,1,Pune,3.03
Tata,2012,40315,Petrol,Manual,Individual,1,Chennai,0.5
Volkswagen,2009,139565,Petrol,Automatic,Individual,2,Mumbai,0.5
Maruti,2024,121276,Petrol,Automatic,Individual,2,Delhi,2.33
Tata,2017,12304,Electric,Manual,Individual,0,Ahmedabad,4.21
Toyota,2021,110316,CNG,Manual,Dealer,1,Hyderabad,4.39
Hyundai,2009,25995,CNG,Manual,Individual,0,Ahmedabad,0.5
Maruti,2014,42602,Petrol,Automatic,Dealer,1,Bangalore,0.5
Tata,2012,22429,CNG,Manual,Individual,2,Kolkata,0.5
Renault,2012,135594,Petrol,Automatic,Individual,2,Bangalore,0.5
Hyundai,2011,107742,Electric,Automatic,Dealer,0,Bangalore,1.48
Hyundai,2010,5855,CNG,Manual,Individual,0,Chennai,0.5
Mahindra,2020,15936,Diesel,Manual,Dealer,0,Kolkata,4.62
Tata,2014,63495,Electric,Manual,Individual,0,Hyderabad,2.92
Hyundai,2015,195154,Electric,Automatic,Individual,0,Hyderabad,1.77
Honda,2016,192305,Petrol,Manual,Dealer,0,Delhi,0.59
Skoda,2015,158716,CNG,Manual,Dealer,2,Hyderabad,0.88
Skoda,2008,155442,Diesel,Manual,Dealer,2,Kolkata,0.5
Mahindra,2021,10183,CNG,Automatic,Dealer,0,Hyderabad,5.56
Toyota,2008,170313,Petrol,Automatic,Individual,1,Kolkata,0.5
Tata,2020,8317,CNG,Manual,Individual,2,Chennai,1.09
Skoda,2014,90422,Petrol,Manual,Dealer,0,Kolkata,3.63
Toyota,2012,101993,CNG,Automatic,Dealer,1,Mumbai,2.74
Maruti,2024,149580,Diesel,Manual,Individual,1,Delhi,2.72
Kia,2015,55062,Petrol,Automatic,Dealer,0,Pune,3.99
Skoda,2014,28674,CNG,Automatic,Individual,2,Delhi,3.89
Kia,2009,179247,CNG,Manual,Dealer,1,Delhi,0.5
Maruti,2015,64330,Petrol,Manual,Individual,1,Chennai,0.5
Volkswagen,2017,41274,Petrol,Automatic,Dealer,1,Pune,5.57
Honda,2022,54433,Electric,Automatic,Dealer,1,Delhi,7.75
Toyota,2009,137269,Petrol,Automatic,Dealer,2,Mumbai,0.5
Renault,2020,94792,Electric,Automatic,Dealer,0,Pune,5.38
Hyundai,2017,88556,Electric,Manual,Individual,1,Kolkata,2.5
Skoda,2019,88166,Petrol,Automatic,Individual,2,Hyderabad,5.24
Mahindra,2017,153553,Petrol,Automatic,Dealer,0,Mumbai,2.88
Hyundai,2009,110238,Electric,Automatic,Dealer,1,Kolkata,0.5
Hyundai,2018,98375,Petrol,Automatic,Dealer,1,Ahmedabad,0.89
Maruti,2015,108891,Petrol,Manual,Dealer,0,Bangalore,0.5
Mahindra,2009,122700,Electric,Automatic,Dealer,2,Mumbai,0.5
Hyundai,2018,196727,CNG,Automatic,Dealer,0,Pune,1.19
Kia,2017,29400,CNG,Automatic,Individual,1,Hyderabad,3.53
Hyundai,2020,17720,Petrol,Automatic,Individual,2,Ahmedabad,3.47
Volkswagen,2014,108006,CNG,Automatic,Dealer,2,Chennai,2.66
Tata,2011,187881,Diesel,Manual,Individual,2,Bangalore,0.5
Skoda,2010,157481,Diesel,Automatic,Dealer,0,Bangalore,3.48
Skoda,2015,51348,Electric,Automatic,Dealer,2,Chennai,6.76
Tata,2021,33716,Electric,Manual,Dealer,0,Delhi,4.51
Mahindra,2011,99637,Diesel,Automatic,Dealer,0,Bangalore,2.04
Renault,2023,196837,Petrol,Manual,Individual,2,Bangalore,0.94
Renault,2010,147605,CNG,Automatic,Individual,1,Mumbai,0.5
Tata,2015,107945,Diesel,Automatic,Individual,1,Delhi,1.28
Toyota,2013,22188,Diesel,Manual,Individual,2,Chennai,2.91
Tata,2022,147871,Electric,Automatic,Individual,0,Chennai,5.31
Toyota,2019,70071,CNG,Manual,Individual,1,Hyderabad,3.47
Renault,2024,114666,Electric,Automatic,Individual,0,Kolkata,6.14
Kia,2011,99293,Electric,Automatic,Individual,0,Hyderabad,3.5
Tata,2022,120657,CNG,Manual,Dealer,1,Bangalore,1.78
Toyota,2013,20619,CNG,Automatic,Individual,1,Pune,3.56
Mahindra,2014,53036,Diesel,Manual,Dealer,2,Delhi,0.5
Hyundai,2012,119277,Electric,Automatic,Individual,2,Hyderabad,0.6
Hyundai,2014,157427,Electric,Automatic,Individual,2,Chennai,0.5
Skoda,2015,181498,Diesel,Manual,Individual,0,Kolkata,4.05
Renault,2010,34249,Diesel,Automatic,Dealer,1,Hyderabad,0.5
Tata,2010,166093,CNG,Manual,Individual,0,Bangalore,0.5
Hyundai,2016,34012,CNG,Automatic,Individual,0,Delhi,1.43
Hyundai,2015,67688,Diesel,Automatic,Individual,1,Pune,1.04
Skoda,2012,149221,CNG,Automatic,Dealer,2,Mumbai,1.84
Honda,2019,19454,CNG,Manual,Individual,2,Ahmedabad,2.57
Toyota,2012,155498,CNG,Automatic,Individual,1,Mumbai,1.04
Skoda,2012,37760,Diesel,Automatic,Dealer,1,Delhi,4.91
Honda,2018,31875,Petrol,Manual,Dealer,2,Delhi,2.96
Skoda,2021,38923,Petrol,Automatic,Individual,1,Mumbai,7.75
Honda,2010,35658,Diesel,Automatic,Individual,2,Pune,0.82
Toyota,2018,84081,Petrol,Automatic,Dealer,1,Bangalore,5.34
Skoda,2017,151165,Petrol,Manual,Dealer,1,Hyderabad,2.99
Maruti,2013,153666,Electric,Manual,Dealer,2,Delhi,0.5
Hyundai,2020,87315,Diesel,Automatic,Individual,2,Delhi,2.48
Skoda,2011,65989,Diesel,Automatic,Dealer,1,Chennai,4.86
Renault,2012,166245,Petrol,Manual,Individual,0,Mumbai,0.5
Hyundai,2023,164700,Electric,Automatic,Dealer,1,Hyderabad,4.46
Kia,2013,15775,CNG,Automatic,Individual,2,Pune,1.49
Skoda,2013,57014,Petrol,Automatic,Individual,1,Mumbai,4.08
Honda,2021,118812,Petrol,Automatic,Individual,0,Kolkata,6.26
Renault,2008,14867,Electric,Manual,Dealer,0,Chennai,0.57
Maruti,2010,56937,CNG,Manual,Dealer,0,Ahmedabad,0.5
Tata,2011,96451,Electric,Manual,Individual,1,Bangalore,0.5
Toyota,2009,47392,Petrol,Manual,Individual,2,Ahmedabad,0.5
Mahindra,2012,30266,Petrol,Manual,Dealer,2,Chennai,0.5
Honda,2013,76248,Electric,Manual,Individual,1,Pune,2.66
Skoda,2008,167268,Electric,Manual,Individual,2,Hyderabad,0.66
Renault,2017,67749,Petrol,Automatic,Individual,1,Pune,1.67
Skoda,2015,67340,Petrol,Automatic,Dealer,2,Hyderabad,4.55
Volkswagen,2008,152573,Diesel,Automatic,Dealer,0,Delhi,2.34
Toyota,2015,54056,Diesel,Automatic,Dealer,2,Chennai,4.56
Renault,2014,40565,CNG,Manual,Individual,0,Pune,0.5
Honda,2024,178256,Electric,Manual,Dealer,0,Chennai,6.37
Tata,2018,22010,Petrol,Manual,Individual,0,Hyderabad,1.27
Toyota,2024,112058,Petrol,Automatic,Individual,2,Mumbai,6.58
Hyundai,2008,97990,Petrol,Manual,Dealer,0,Ahmedabad,0.5
Tata,2022,185057,CNG,Automatic,Dealer,1,Delhi,1.92
Tata,2024,187999,Petrol,Manual,Dealer,0,Ahmedabad,0.73
Tata,2024,30929,Electric,Automatic,Dealer,0,Bangalore,8.78
Toyota,2023,85834,Petrol,Automatic,Individual,2,Ahmedabad,6.04
Honda,2021,158271,Electric,Manual,Dealer,2,Hyderabad,4.58
Renault,2011,33366,Electric,Automatic,Dealer,2,Chennai,0.58
Kia,2008,100749,Petrol,Automatic,Dealer,1,Kolkata,0.5
Tata,2013,26069,Petrol,Manual,Dealer,0,Hyderabad,0.5
Honda,2008,32760,Petrol,Automatic,Individual,1,Ahmedabad,0.5
Kia,2009,155950,CNG,Manual,Dealer,1,Pune,0.5
Mahindra,2015,14002,CNG,Manual,Dealer,0,Hyderabad,1.59
Mahindra,2021,99843,Petrol,Automatic,Dealer,0,Ahmedabad,4.61
Hyundai,2024,70577,CNG,Automatic,Dealer,0,Hyderabad,5.08
Skoda,2010,133157,Electric,Manual,Dealer,2,Delhi,2.25
Hyundai,2021,126407,Petrol,Automatic,Dealer,2,Kolkata,1.78
Tata,2012,84861,CNG,Manual,Individual,1,Bangalore,0.5
Volkswagen,2020,136352,Electric,Manual,Individual,0,Ahmedabad,8.56
Toyota,2010,117785,Diesel,Manual,Dealer,1,Pune,0.7
Volkswagen,2019,163178,Diesel,Manual,Individual,1,Delhi,4.75
Toyota,2014,172172,Diesel,Manual,Individual,0,Kolkata,2.74
Maruti,2022,60165,Electric,Manual,Dealer,0,Delhi,4.85
Toyota,2011,23829,Petrol,Manual,Individual,2,Delhi,1.64
Mahindra,2019,63324,CNG,Manual,Individual,0,Mumbai,2.87
Tata,2022,105149,CNG,Automatic,Dealer,0,Hyderabad,2.75
Skoda,2023,66323,Petrol,Automatic,Dealer,1,Kolkata,8.92
Mahindra,2022,79191,Diesel,Automatic,Individual,0,Chennai,5.44
Maruti,2010,163959,CNG,Automatic,Individual,2,Kolkata,0.5
Mahindra,2013,19089,Electric,Manual,Dealer,0,Mumbai,2.94
Tata,2012,175073,CNG,Manual,Dealer,2,Chennai,0.5
Honda,2012,27242,CNG,Manual,Individual,2,Kolkata,0.5
Toyota,2010,72311,Electric,Manual,Dealer,0,Chennai,3.48
Honda,2011,189120,Diesel,Automatic,Dealer,2,Ahmedabad,0.5
Maruti,2018,154668,Diesel,Manual,Dealer,1,Pune,0.5
Toyota,2020,57472,Electric,Automatic,Individual,1,Pune,8.26
Tata,2020,179635,CNG,Manual,Dealer,1,Pune,0.5
Maruti,2021,136237,Petrol,Automatic,Individual,0,Mumbai,2.44
Skoda,2012,42042,Electric,Manual,Individual,1,Chennai,5.46
Tata,2014,156804,Diesel,Manual,Dealer,1,Mumbai,0.5
Skoda,2008,45037,Electric,Manual,Individual,0,Bangalore,4.22
Volkswagen,2008,122029,CNG,Automatic,Dealer,0,Bangalore,1.82
Toyota,2012,102746,CNG,Automatic,Dealer,1,Ahmedabad,1.51
Volkswagen,2024,75040,CNG,Manual,Individual,2,Delhi,6.66
Maruti,2014,103536,Electric,Automatic,Dealer,1,Delhi,0.87
Skoda,2016,10318,Petrol,Automatic,Individual,0,Mumbai,6.91
Toyota,2010,113245,Diesel,Automatic,Individual,1,Mumbai,1.91
Tata,2010,99699,CNG,Manual,Individual,2,Delhi,0.5
Volkswagen,2013,73039,Petrol,Automatic,Individual,1,Pune,3.46
Skoda,2011,93276,CNG,Manual,Individual,2,Ahmedabad,0.5
Kia,2015,192958,CNG,Manual,Dealer,0,Ahmedabad,0.8
Skoda,2010,71058,CNG,Manual,Individual,0,Kolkata,1.41
Kia,2024,35275,CNG,Manual,Individual,0,Hyderabad,5.48
Skoda,2017,126395,Petrol,Automatic,Dealer,1,Hyderabad,3.73
Kia,2011,186977,Diesel,Automatic,Individual,1,Hyderabad,0.5
Maruti,2016,63306,Petrol,Manual,Dealer,2,Ahmedabad,0.5
Renault,2014,132981,CNG,Manual,Dealer,2,Ahmedabad,0.5
Skoda,2010,181569,CNG,Automatic,Dealer,2,Ahmedabad,0.5
Mahindra,2019,138691,Petrol,Manual,Dealer,1,Pune,0.88
Renault,2020,188035,CNG,Manual,Individual,0,Chennai,1.21
Hyundai,2013,150405,Electric,Manual,Dealer,2,Chennai,0.5
Tata,2019,144943,Electric,Automatic,Dealer,0,Pune,3.86
Maruti,2010,117716,Diesel,Manual,Individual,0,Mumbai,0.5
Honda,2022,89758,Diesel,Manual,Dealer,2,Kolkata,5.4
Renault,2019,12634,CNG,Automatic,Dealer,0,Pune,2.82
Honda,2022,64924,Petrol,Automatic,Individual,0,Hyderabad,5.6
Renault,2008,56875,CNG,Automatic,Dealer,2,Bangalore,0.5
Renault,2016,158379,Diesel,Automatic,Dealer,2,Kolkata,1.24
Tata,2009,123323,CNG,Manual,Dealer,2,Kolkata,0.5
Tata,2022,177359,Electric,Automatic,Individual,1,Kolkata,4.32
Hyundai,2018,172086,Electric,Automatic,Individual,0,Kolkata,3.52
Skoda,2008,169064,CNG,Manual,Individual,0,Mumbai,0.5
Hyundai,2010,42109,Petrol,Manual,Individual,2,Mumbai,0.5
Tata,2016,58092,Electric,Manual,Dealer,1,Chennai,2.37
Volkswagen,2015,21368,CNG,Manual,Dealer,0,Bangalore,4.63
Volkswagen,2023,38619,Diesel,Manual,Dealer,0,Chennai,8.79
Volkswagen,2013,78532,CNG,Automatic,Individual,1,Pune,3.05
Hyundai,2017,28257,CNG,Manual,Individual,1,Hyderabad,0.5
Skoda,2016,120125,CNG,Automatic,Dealer,2,Pune,2.45
Toyota,2012,97454,Diesel,Automatic,Dealer,1,Ahmedabad,2.99
Tata,2008,118675,CNG,Automatic,Individual,0,Mumbai,0.5
Maruti,2013,180355,Diesel,Manual,Dealer,1,Pune,0.5
Skoda,2018,104444,Electric,Manual,Individual,0,Hyderabad,7.12
Toyota,2015,19185,Electric,Automatic,Individual,2,Pune,6.61
Maruti,2008,189422,Petrol,Manual,Dealer,1,Hyderabad,0.5
Skoda,2009,96661,Petrol,Manual,Dealer,2,Hyderabad,0.5
Hyundai,2013,172191,Electric,Manual,Dealer,2,Bangalore,0.5
Honda,2009,64351,Diesel,Automatic,Individual,0,Bangalore,2.51
Kia,2011,139197,CNG,Manual,Individual,0,Bangalore,0.5
Toyota,2008,128904,Diesel,Manual,Dealer,1,Delhi,0.5
Renault,2013,174209,Electric,Automatic,Individual,1,Hyderabad,0.76
Tata,2012,89731,Diesel,Manual,Individual,1,Ahmedabad,0.5
Skoda,2008,129148,Diesel,Manual,Dealer,1,Hyderabad,0.82
Mahindra,2024,103685,Diesel,Manual,Individual,2,Pune,3.18
Volkswagen,2019,195246,Petrol,Manual,Individual,0,Delhi,3.77
Mahindra,2017,86991,CNG,Manual,Individual,0,Bangalore,1.56
Kia,2021,49850,Diesel,Automatic,Individual,1,Hyderabad,5.56
Mahindra,2008,40766,CNG,Manual,Dealer,0,Mumbai,0.5
Kia,2023,105601,Diesel,Automatic,Individual,0,Pune,7.01
Toyota,2008,157878,CNG,Automatic,Individual,1,Pune,0.5
Volkswagen,2022,86617,CNG,Manual,Dealer,2,Ahmedabad,5.11
Skoda,2016,139985,Diesel,Manual,Dealer,0,Mumbai,5.18
Maruti,2021,180528,Petrol,Automatic,Dealer,1,Delhi,0.65
Renault,2015,195508,CNG,Manual,Individual,0,Bangalore,0.5
Skoda,2023,168555,Electric,Manual,Individual,0,Delhi,8.13
Skoda,2024,158782,Diesel,Manual,Dealer,1,Pune,6.99
Volkswagen,2009,56344,Diesel,Manual,Dealer,2,Pune,1.58
Maruti,2020,56786,Diesel,Manual,Dealer,1,Ahmedabad,1.67
Maruti,2014,15547,Diesel,Manual,Individual,0,Kolkata,0.5
Hyundai,2010,38510,Petrol,Automatic,Dealer,1,Mumbai,0.5
Mahindra,2021,25108,Petrol,Automatic,Individual,1,Pune,4.22
Hyundai,2013,167483,Electric,Automatic,Dealer,2,Pune,0.76
Renault,2013,139600,Petrol,Automatic,Individual,2,Pune,0.5
Maruti,2022,146719,CNG,Manual,Dealer,0,Chennai,0.5
Tata,2010,35002,Electric,Manual,Dealer,2,Delhi,0.5
Mahindra,2012,150427,Electric,Automatic,Dealer,2,Delhi,1.19
Kia,2022,9596,Petrol,Manual,Dealer,0,Ahmedabad,5.91
Hyundai,2018,29740,CNG,Manual,Dealer,0,Bangalore,2.28
Toyota,2022,114643,Petrol,Manual,Individual,0,Bangalore,5.14
Volkswagen,2024,170141,Diesel,Manual,Dealer,0,Mumbai,7.39
Maruti,2014,115084,Electric,Automatic,Dealer,0,Kolkata,1.06
Honda,2010,173887,CNG,Automatic,Dealer,0,Kolkata,0.56
Renault,2011,179672,Electric,Automatic,Dealer,2,Hyderabad,0.5
Tata,2016,124180,Petrol,Manual,Dealer,0,Ahmedabad,0.5
Renault,2012,76491,CNG,Manual,Dealer,2,Bangalore,0.5
Kia,2017,142886,CNG,Automatic,Dealer,2,Ahmedabad,1.56
Tata,2016,149652,Diesel,Automatic,Individual,0,Mumbai,1.46
Honda,2016,20026,Electric,Automatic,Individual,0,Kolkata,6.63
Skoda,2012,110401,CNG,Automatic,Individual,1,Delhi,2.57
Kia,2024,160213,Diesel,Manual,Dealer,1,Chennai,4.62
Tata,2020,123749,Diesel,Manual,Individual,1,Hyderabad,2.13
Tata,2013,137591,Petrol,Automatic,Dealer,1,Delhi,0.5
Toyota,2013,20401,Electric,Automatic,Individual,2,Delhi,4.82
Skoda,2022,158252,Diesel,Manual,Dealer,0,Hyderabad,5.94
Hyundai,2024,183851,Electric,Automatic,Dealer,0,Kolkata,5.4
Tata,2016,82909,Electric,Manual,Dealer,0,Ahmedabad,3.85
Tata,2020,170093,Diesel,Automatic,Dealer,0,Mumbai,2.45
Mahindra,2010,185996,CNG,Manual,Individual,0,Chennai,0.5
Skoda,2024,112195,Petrol,Automatic,Individual,0,Mumbai,9.36
Volkswagen,2008,77038,CNG,Automatic,Dealer,2,Pune,0.5
Volkswagen,2021,56379,CNG,Manual,Dealer,1,Pune,6.04
Renault,2009,18961,CNG,Manual,Dealer,0,Kolkata,0.5
Kia,2012,94621,CNG,Manual,Dealer,1,Ahmedabad,0.5
Renault,2008,24231,Electric,Manual,Individual,2,Mumbai,0.5
Mahindra,2019,30443,CNG,Automatic,Individual,0,Bangalore,3.95
Hyundai,2019,133950,Electric,Automatic,Dealer,1,Pune,2.98
Renault,2008,111906,Petrol,Manual,Individual,0,Chennai,0.5
Skoda,2018,146567,Petrol,Automatic,Individual,2,Kolkata,3.59
Tata,2008,199067,CNG,Manual,Dealer,2,Ahmedabad,0.5
Honda,2024,91894,Petrol,Manual,Dealer,2,Ahmedabad,3.84
Tata,2023,5706,Electric,Automatic,Individual,1,Hyderabad,7.13
Mahindra,2013,170763,Diesel,Automatic,Dealer,1,Ahmedabad,0.5
Volkswagen,2016,161452,Electric,Automatic,Individual,0,Mumbai,6.74
Skoda,2023,73663,Electric,Manual,Individual,1,Kolkata,9.21
Hyundai,2008,115900,Diesel,Automatic,Dealer,2,Kolkata,0.5
Maruti,2024,51825,Electric,Manual,Dealer,2,Delhi,4.01
Maruti,2020,171544,CNG,Manual,Dealer,0,Mumbai,0.5
Mahindra,2008,49699,Petrol,Manual,Individual,1,Mumbai,0.5
Renault,2017,7176,Diesel,Manual,Dealer,1,Delhi,3.03
Toyota,2023,109843,CNG,Automatic,Dealer,2,Mumbai,5.46
Tata,2015,180184,CNG,Automatic,Dealer,1,Chennai,0.5
Hyundai,2016,144873,CNG,Manual,Dealer,1,Ahmedabad,0.5
Skoda,2021,122066,Electric,Manual,Dealer,2,Mumbai,6.85
Toyota,2019,48657,CNG,Automatic,Dealer,0,Chennai,6.01
Toyota,2016,160015,Diesel,Automatic,Individual,1,Hyderabad,3.97
Honda,2010,184822,CNG,Manual,Dealer,0,Hyderabad,0.5
Skoda,2023,48115,CNG,Automatic,Dealer,2,Pune,7.26
Tata,2017,137900,Diesel,Automatic,Individual,0,Kolkata,1.42
Toyota,2008,129855,Electric,Manual,Dealer,0,Pune,1.6
Skoda,2014,164784,Petrol,Manual,Individual,0,Chennai,2.08
Mahindra,2019,137767,Electric,Manual,Individual,1,Delhi,2.87
Honda,2023,162090,CNG,Automatic,Dealer,0,Hyderabad,5.49
Skoda,2010,93235,CNG,Manual,Dealer,0,Bangalore,2.05
Skoda,2016,87953,Diesel,Automatic,Individual,2,Bangalore,5.39
Renault,2011,165503,CNG,Automatic,Individual,0,Kolkata,0.5
